inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_chembl,vivo_faers
ZROUQTNYPCANTN-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC2(c3ccc(OC)c(OC)c3)S(=O)(=O)CCCS2(=O)=O)cc1OC,CHEMBL125737,,,,,,1.0,
ZZIKIHCNFWXKDY-UHFFFAOYSA-N,CCCCCCC(=O)CCCCCCC=CCC(O)C(O)C(N)(CO)C(=O)O,thermozymocidin,,,,,medium,,
HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1OC(=O)c2ccccc21,butylphthalide,unknown,,,,weak,,
HLMBXBGDBBCYII-UHFFFAOYSA-N,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,,,,,weak,,
MVORZMQFXBLMHM-UHFFFAOYSA-N,NCCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)CN)C(=O)O,glycyl-histidyl-lysine,,,,,medium,,
SMEROWZSTRWXGI-XBNKRGGSSA-N,CC(CCC(=O)O)C1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL3137668,,,,,,1.0,
NSFWWJIQIKBZMJ-UHFFFAOYSA-N,CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1,roridin A,,,,,medium,,
LERNTVKEWCAPOY-UHFFFAOYSA-N,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,tiotropium bromide,,,,,,,weak
IAOZJIPTCAWIRG-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,Aspartame,,,,,medium,,
ZFLWDHHVRRZMEI-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C(F)(F)F,"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester",,,,,weak,,
UICBHOXXGLYZJH-UHFFFAOYSA-N,c1ccc2c(c1)CC[n+]1cc3ccccc3cc1-2,protoberberine,,,,,weak,,
ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,galaxolide,,,,,medium,,
QXAITBQSYVNQDR-UHFFFAOYSA-N,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,Amitraz,unknown,,,,medium,,
QRYRORQUOLYVBU-UHFFFAOYSA-N,CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,salvin,,,,,medium,,
QHSRPPJQBFQWSC-UHFFFAOYSA-N,CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc1cn(C=O)c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,BQ 610,,,,,weak,,
UMQUQWCJKFOUGV-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12,CGP 12177,,,,,weak,,
VRTWBAAJJOHBQU-UHFFFAOYSA-N,COC(=O)NC(C(=O)N1CC2(CC2)CC1c1ncc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc(C6C7CCC(C7)N6C(=O)C(NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)[nH]1)C(C)C,ledipasvir and sofosbuvir,,,,,,,medium
YOOVTUPUBVHMPG-UHFFFAOYSA-N,OCC1OC(n2cnc3c2NC=NCC3O)C(O)C1O,Coformycin,,,,,weak,,
DYHOLQACRGJEHX-UHFFFAOYSA-N,Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,farrerol,,,,,medium,,
VYWWNRMSAPEJLS-MDWYKHENSA-N,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,rokitamycin,unknown,,,,,1.0,
DLAMVQGYEVKIRE-UHFFFAOYSA-N,CNC(C)(C)C(=O)O,2-(methylamino)isobutyric acid,,,,,weak,,
RJWJHRPNHPHBRN-UHFFFAOYSA-N,OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12,aucubin,,,,,medium,,
AXAYHWMZHPSWKD-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1C(=O)N1CCN(Cc2ccccc2)CC1)Nc1ccc(O)cc1,CHEMBL4762070,,,,,,1.0,
KQSFNXMDCOFFGW-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,araloside A,,,,,weak,,
GTZCVFVGUGFEME-UHFFFAOYSA-N,O=C(O)C=C(CC(=O)O)C(=O)O,Aconitic Acid,,,,,weak,,
CJGYSWNGNKCJSB-UHFFFAOYSA-N,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,Bucladesine,,,,,medium,,
HPDHKHMHQGCNPE-UHFFFAOYSA-N,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,senkirkine,,,,,medium,,
VCCRNZQBSJXYJD-UHFFFAOYSA-N,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,galangin,,,,,medium,,
NOTGFIUVDGNKRI-UHFFFAOYSA-N,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,AICA ribonucleotide,,,,,medium,,
PKTBUSPVTXIOCN-UHFFFAOYSA-N,CN(C)c1ccc(N=Nc2ccc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)cc2)cc1,lac dye,,,,,medium,,
DHPZADPFGZNIIV-UHFFFAOYSA-N,O=C(O)C(c1ccc(Cl)cc1)c1ccccc1Cl,"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",,,,,weak,,
IYMAXBFPHPZYIK-UHFFFAOYSA-N,NC(N)=NCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,arginyl-glycyl-aspartic acid,,,,,weak,,
IDPUKCWIGUEADI-UHFFFAOYSA-N,Oc1ncc(N(CCCl)CCCl)c(O)n1,CHEMBL1488,,,,,,1.0,
MIJPAVRNWPDMOR-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(O)=C1OP(=O)(O)O,ascorbate-2-phosphate,,,,,medium,,
QDERNBXNXJCIQK-UHFFFAOYSA-N,CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C,ethylisopropylamiloride,,,,,medium,,
BBPLSOGERZQYQC-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,"2,4-dichlorophenoxyacetic acid isooctyl ester",,,,,medium,,
OBZHEBDUNPOCJG-UHFFFAOYSA-N,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,Carbenoxolone,,,,,medium,,
CMMIGIRGSXYBDN-UHFFFAOYSA-P,ON=Cc1cc[n+](C[n+]2ccc(C=NO)cc2)cc1,"N,N'-monomethylenebis(pyridiniumaldoxime)",,,,,weak,,
FHEHIXJLCWUPCZ-UHFFFAOYSA-N,C=CCc1ccc(O)c(O)c1,2-hydroxychavicol,,,,,weak,,
QQBDLJCYGRGAKP-FOCLMDBBSA-N,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,CHEMBL425,,,,,,1.0,
JZQKTMZYLHNFPL-UHFFFAOYSA-N,CCCCCC=CC=CC=O,"2,4-decadienal",,,,,medium,,
ZWAOHEXOSAUJHY-UHFFFAOYSA-N,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,doxifluridine,,,,,medium,,
CICOZWHZVMOPJS-UHFFFAOYSA-N,CC(=O)NC(CSc1ccccc1)C(=O)O,S-phenyl-N-acetylcysteine,,,,,weak,,
DZLOHEOHWICNIL-UHFFFAOYSA-N,CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,etomoxir,,,,,medium,,
YTBDPHYVGACIPC-UHFFFAOYSA-N,Cc1[nH]cnc1CSCCNc1nc(=O)c(Cc2ccc3c(c2)OCO3)c[nH]1,CHEMBL2110657,,,,,,1.0,
RKFAZBXYICVSKP-UHFFFAOYSA-N,CC=Cc1cc(OC)c(OC)cc1OC,asarone,,,,,medium,,
MWBWWFOAEOYUST-UHFFFAOYSA-N,Nc1ncc2[nH]cnc2n1,2-Aminopurine,,,,,medium,,
XRISENIKJUKIHD-UHFFFAOYSA-N,CCCC1(C(O)CC=CC2C(O)CC(=O)C2CCCCCCC(=O)OC)CCC1,butaprost,,,,,medium,,
AEDDIBAIWPIIBD-UHFFFAOYSA-N,O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,mangiferin,,,,,medium,,
MUKYVRVYBBYJSI-UHFFFAOYSA-N,O=C1COc2cc(O)ccc2-c2cc(O)c(O)cc2C1,protosappanin A,,,,,medium,,
COCFEDIXXNGUNL-UHFFFAOYSA-N,CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NCC(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,insulin glargine,,,,,,,weak
FKAWLXNLHHIHLA-UHFFFAOYSA-N,COCC(C(O)C(O)C(=O)NCCC(C)c1nc(C=CCC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)C=C(C)C(C)=CC=CC(C)=CC#N)OC)C(OP(=O)(O)O)C3(C)C)co1)N(C)C,calyculin A,,,,,medium,,
UYIFTLBWAOGQBI-UHFFFAOYSA-N,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,estradiol 3-benzoate,,,,,medium,,
WMYNTTGGSSIVHK-UHFFFAOYSA-N,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O,CHEMBL1094349,,,,,,1.0,
CTGFDWBZMCPVED-UHFFFAOYSA-N,CC(N)Cc1c[nH]c2ccc(F)cc12,5-fluoro-alpha-methyltryptamine,,,,,weak,,
JVGNTXGHBHMJDO-UHFFFAOYSA-N,COc1cc(O)ccc1C(=O)C=Cc1ccc(O)c(O)c1,sappanchalcone,,,,,weak,,
RXPRRQLKFXBCSJ-UHFFFAOYSA-N,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,Vincamine,,,,,medium,,
KOPVBVBUIYTJBG-UHFFFAOYSA-N,O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12,7-nitrobenzanthracene,,,,,weak,,
NKZRZOVSJNSBFR-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(N)C(O)C(C)O1,adriamycinol,,,,,medium,,
NSFFHOGKXHRQEW-UHFFFAOYSA-N,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,Thiostrepton,,,,,medium,,
HVCATJDIMKDNQF-UHFFFAOYSA-N,Clc1ccc(-c2cc(-c3cn(-c4ccccc4)nc3-c3ccc(OCc4ccccc4)cc3)on2)cc1,CHEMBL4440931,,,,,,1.0,
IHQDGXUYTSZGOG-UHFFFAOYSA-N,CSCCCCN=C=S,erucin,,,,,medium,,
GUXACCKTQWVTLG-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,"1,6-dinitropyrene",,,,,weak,,
DHHFDKNIEVKVKS-UHFFFAOYSA-N,O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(OC4OC(CO)C(O)C(O)C4O)cc3CC2C(=O)[O-])CC(C(=O)O)N1,Betalains,,,,,medium,,
JFPVXVDWJQMJEE-IZRZKJBUSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1436,,,,,,1.0,
MYXNWGACZJSMBT-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,isovitexin,,,,,medium,,
AVSXSVCZWQODGV-UHFFFAOYSA-N,CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,Desmosterol,,,,,weak,,
GBROPGWFBFCKAG-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,picene,,,,,medium,,
STOSPPMGXZPHKP-UHFFFAOYSA-N,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,"2,3,5,6-tetrachlorohydroquinone",,,,,weak,,
APPXYONGBIXGRO-UHFFFAOYSA-N,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(C3C=C(C)CC(c4ccc(O)cc4O)C3C(=O)c3ccc(O)cc3O)c(O)cc(O)c2c1=O,kuwanon G,,,,,medium,,
MNOILHPDHOHILI-UHFFFAOYSA-N,CN(C)C(=S)N(C)C,tetramethylthiourea,,,,,medium,,
CWODDUGJZSCNGB-UHFFFAOYSA-N,C=C(C=CCC(O)C(O)C(O)CC=CC=CC(O)CC1OC(CC(O)C(O)CC2OC(C(O)C(O)CCC(O)C=CC(C)C(O)CC3(O)OC(CC(O)CCCCCCCC45CC(C)CC(C)(O4)C(CC(C)CCCCCC(O)C(O)C(O)C(O)C(O)C4OC(CC(O)C(O)C(C)=CC(O)CC(C)C(O)C(=O)NC=CC(=O)NCCCO)C(O)C(O)C4O)O5)C(O)C(O)C3O)CC(O)C2O)C(O)C(O)C1O)CCC(O)C(O)C(O)C(C)CC1OC(C=CC(O)C(O)CC2CC3CC(O2)C(CCC2OC(CN)CC2O)O3)C(O)C(O)C1O,palytoxin,,,,,medium,,
UORVGPXVDQYIDP-UHFFFAOYSA-N,B,sodium borohydride,,,,,weak,,
SNHRLVCMMWUAJD-UHFFFAOYSA-N,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Betamethasone Valerate,,,,,weak,,
ZFGMDIBRIDKWMY-PASTXAENSA-N,CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](CS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H](O[C@H]4[C@H](O)[C@@H](OS(=O)(=O)O)C(O)O[C@H]4C(=O)O)O[C@@H]3O)O[C@@H]2C(=O)O)O[C@H](COS(=O)(=O)O)[C@@H](O)[C@@H]1O,CHEMBL526514,,,,,,1.0,
IPMYMEWFZKHGAX-UHFFFAOYSA-N,O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12,theaflavin,,,,,medium,,
JQSHBVHOMNKWFT-DTORHVGOSA-N,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,,,,,,1.0,
RQAMSFTXEFSBPK-UHFFFAOYSA-N,CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,alpinumisoflavone,,,,,weak,,
IQVQXVFMNOFTMU-UHFFFAOYSA-N,CCCC=C1OC(=O)C2=C1CCC=C2,ligustilide,,,,,medium,,
KHVMAMXQPVHXTJ-UHFFFAOYSA-N,O=C(O)C1OC(Oc2c(O)cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc23)C(O)C(O)C1O,hibifolin,,,,,weak,,
DBZQFUNLCALWDY-UHFFFAOYSA-N,Nc1nccc2c1ncn2C1OC(CO)C(O)C1O,3-deazaadenosine,,,,,medium,,
FGJIDQWRRLDGDB-UHFFFAOYSA-N,CC(=CCCC1=CCC(C2=CC(=O)OC2O)OC1O)CCC1=C(C)CCCC1(C)C,manoalide,,,,,medium,,
KVJXBPDAXMEYOA-UHFFFAOYSA-N,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,trilostane,,,,,weak,,
XDHNQDDQEHDUTM-UHFFFAOYSA-N,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O,bafilomycin A,,,,,medium,,
GVEZIHKRYBHEFX-UHFFFAOYSA-N,CC=CCC=CCCC(=O)C1OC1C(N)=O,Cerulenin,,,,,weak,,
OLXZPDWKRNYJJZ-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,2'-deoxyadenosine,,,,,weak,,
GHBNZZJYBXQAHG-UHFFFAOYSA-N,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,mogroside V,,,,,medium,,
SRNPMQHYWVKBAV-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2ccccc12,"3',4'-dihydroxyflavone",,,,,medium,,
FVYHTJOFZUDSPQ-UHFFFAOYSA-N,N#CC1=C(N)OC(c2ccccc2)=CC1c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,CHEMBL4582667,,,,,,1.0,
MBCZYLSVSCJJJQ-UHFFFAOYSA-N,N#CCC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],cyadox,,,,,medium,,
UPALIKSFLSVKIS-UHFFFAOYSA-N,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,Amonafide,unknown,,,,,1.0,
IZFHEQBZOYJLPK-UHFFFAOYSA-N,O=C(O)CCCCC(S)CCS,dihydrolipoic acid,,,,,medium,,
FCSHDIVRCWTZOX-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,Clobetasol,,,,,medium,,
SLWPBUMYPRVYIJ-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,phlorofucofuroeckol A,,,,,medium,,
DANUORFCFTYTSZ-UHFFFAOYSA-N,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,Nigericin,,,,,medium,,
KZSNJWFQEVHDMF-UHFFFAOYSA-N,CC(C)C(N)C(=O)O,Valine,,,,medium,medium,,
DQYBRTASHMYDJG-UHFFFAOYSA-N,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,bisindolylmaleimide,,,,,medium,,
WCYYQNSQJHPVMG-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,"1,2,3,4,7,8-hexachlorodibenzodioxin",,,,,weak,,
PKZPCVLZVDCNKZ-UHFFFAOYSA-N,CCC1CCC(CCC(=O)O)CC1,naphthenic acid,,,,,medium,,
YKPUWZUDDOIDPM-UHFFFAOYSA-N,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,Capsaicin,,,,,medium,,
LWYJUZBXGAFFLP-OCNCTQISSA-N,CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O,CHEMBL1234391,,,,,,1.0,
MHMNJMPURVTYEJ-UHFFFAOYSA-N,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(N=C=S)cc21,Fluorescein-5-isothiocyanate,,,,,medium,,
KAESVJOAVNADME-UHFFFAOYSA-N,c1cc[nH]c1,Pyrroles,,,,medium,,,
BQYIXOPJPLGCRZ-UHFFFAOYSA-N,Cc1ncc(CO)c(C=NNC(=O)c2ccncc2)c1O,pyridoxal isonicotinoyl hydrazone,,,,,weak,,
BBMULGJBVDDDNI-UHFFFAOYSA-N,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,Lasalocid,,,,,weak,,
VJGGHXVGBSZVMZ-UHFFFAOYSA-N,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(Cl)c1,Cloprostenol,,,,,weak,,
ZRWWEEVEIOGMMT-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C2OC2c2ccccc21,carbamazepine epoxide,,,,,weak,,
RJMMFJHMVBOLGY-UHFFFAOYSA-N,[In+3],indium oxide,,,,,medium,,
LNWGWFVAPQTGMG-UHFFFAOYSA-N,NC(=NCCCC(N)C(=O)Nc1ccc([N+](=O)[O-])cc1)N[N+](=O)[O-],N(G)-nitroarginine-4-nitroanilide,,,,,weak,,
HELXLJCILKEWJH-UHFFFAOYSA-N,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,rebaudioside A,,,,,medium,,
MCEHFIXEKNKSRW-LBPRGKRZSA-N,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,CHEMBL3137680,,,,,,1.0,
BJBCSGQLZQGGIQ-UHFFFAOYSA-N,CC(=O)NCCOC(=O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,CHEMBL456071,,,,,,1.0,
FTEDXVNDVHYDQW-UHFFFAOYSA-N,O=C(O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",,,,,medium,,
YGEWFDRAVXXZQR-UHFFFAOYSA-N,Cn1c(N)nc2nc(-c3ccc(O)cc3)ccc21,"2-amino-1-methyl-6-(4-hydroxyphenyl)imidazo(4,5-b)pyridine",,,,,weak,,
YYJNOYZRYGDPNH-UHFFFAOYSA-N,Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,fenpyroximate,,,,,medium,,
DOAKLVKFURWEDJ-RWDRXURGSA-N,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,CHEMBL387675,,,,,,1.0,
JHBIMJKLBUMNAU-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole,,,,,weak,,
YIKKMWSQVKJCOP-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C,7-ketocholesterol,,,,,medium,,
BZNDWPRGXNILMS-UHFFFAOYSA-N,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,propetamphos,,,,,weak,,
ZKLPARSLTMPFCP-OAQYLSRUSA-N,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1201190,,,,,,1.0,
DGYHPLMPMRKMPD-UHFFFAOYSA-N,C#CCC(N)C(=O)O,propargylglycine,,,,,medium,,
HKSZLNNOFSGOKW-UHFFFAOYSA-N,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Staurosporine,,,,,medium,,
DAEFUOXKPZLQMM-UHFFFAOYSA-N,CCCCCCC(O)CCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCC3=CC(C)OC3=O)O2)O1,squamocin,,,,,weak,,
GXNNLIMMEXHBKV-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,"2,2',3,5',6-pentachlorobiphenyl",,,,,medium,,
RUYUCCQRWINUHE-UHFFFAOYSA-N,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,octachlorostyrene,,,,,medium,,
AVJBPWGFOQAPRH-FWMKGIEWSA-N,CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OS(=O)(=O)O)[C@@H](CO)O[C@H]1O,CHEMBL4071896,,,,,,1.0,
IDGRYIRJIFKTAN-UHFFFAOYSA-N,CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(O)CC2(C)C12CO2,15-acetyldeoxynivalenol,,,,,medium,,
